take_id,filename,voice,source_class,selected_speed,source_path_class,source_sha256,output_sha256,text_sha256,text,source_samples,trim_start_sample_24k,trim_end_sample_24k,output_samples_48k,duration_seconds,revised_start,revised_end,window_seconds,headroom_seconds
T059,T059.wav,am_michael,ADAPTIVE_EXISTING,1.15,b01-kokoro-adaptive,40e633aba92af19a0a6ab70305d7073c7e4ca0e176f409d08b1fec1a749cde58,0b66bfffeb16c654da1a7baddc0fe750ffc8865172c7f25ec85aa2f2af6fbdcc,fe92a6503d4e0cdb7b83fcdca09184daf9207175123265e03634ac293ff4333a,One platform recommends work similar to what held attention.,103800,7440,92160,169440,3.53,00:06:19.773,00:06:23.472,3.699,0.169
T060,T060.wav,am_michael,ADAPTIVE_EXISTING,1.15,b01-kokoro-adaptive,7038ac47c5b7fffedfcc34dca3cbc4e32c5011d8ba2341057fd09497c0392b12,b106754eac8644fee1d64a4e455fe8947b0d89c7f74dd7b76dd76ddfe6c1d2d5,0445cb7fbb6aa22b5ed28ae3c42c367b802b51198b6c1a8bf57dbad04158f74c,Different actors can reinforce the same pattern without coordinating.,113400,6960,100800,187680,3.91,00:06:23.472,00:06:27.725,4.253,0.343
T061,T061.wav,am_michael,EDITORIAL_BOUNDARY_TRANSFER,1.15,takes,5c38ec2d4e69d938c7f3b3f4e12cebc0011d96460e2572636900126525320155,80f57636a2ad95f3a8c0e2ffe9e878f58a66ed1816048e420b4545e800444598,91d5f36d472a62050acaae9ff8997353b4378e0099f5fbdd54900f98b7a44b19,No single choice transforms culture. Each becomes evidence for the next.,120000,7200,110880,207360,4.32,00:06:27.725,00:06:32.145,4.42,0.1
T062,T062.wav,am_michael,SURGICAL_REWRITE,1.0,takes,ac05087eb0ac56ab2c010157aed05e0d578c5916a493c641e420f1534a6b6c01,227c958d67d32d31e9a66cc14c8729acfc7597f8ba8012e7aa39d8ca6dbc886e,20fbf8abbc0513d9fc6a16a254c9f2550cdf191726b5f1c0a17b697a2c503234,"Spotify researchers describe recommendation systems balancing familiarity, similarity, and discovery.",193800,7440,180000,345120,7.19,00:06:32.145,00:06:40.300,8.155,0.965
T063,T063.wav,am_michael,SURGICAL_REWRITE,1.12,takes,d7509b920ae4672aaecc21d7017aeec9520ca066a3c445fe9617b4531c68ea97,094dfdad1c362089fa6ebab3e956717e6a681165d27d1f863e8562ed48d15281,fc7b4b8bed03afed05a95aea04ec78881aacd5a59b137475ab692f23821f6741,The platform does not maximize sameness; it balances competing objectives.,130200,6720,120720,228000,4.75,00:06:40.300,00:06:45.170,4.87,0.12
T064,T064.wav,am_michael,SURGICAL_REWRITE,1.0,takes,981e5405392ee71b63c997de967d4f55d46ba2ea74b90c516de31b0f9265e959,449e7bf5636d05d520a89ac60b791b9f2a4ca31c87f64b0ffbe5271efd7029c4,278d313ba4f440720f15f23082041f3053c075a8fcf64bc16a14eba24b97921d,Algorithms did not invent visual convergence. They can accelerate the loop: familiar things are easier to recognize; recognition eases choice; choices are easier to measure; and what is measured is easier to imitate.,383400,8160,369360,722400,15.05,00:06:45.170,00:07:01.689,16.519,1.469
T065,T065.wav,am_michael,SURGICAL_REWRITE,1.09,takes,14edd8da9159a3c02e12571b43efc0869ccb17aa19a1e93e36787f08abd8d82c,ad3af094b6782fba7dbe25f9cdffb12ed31cef3c0186a761fb50928228ad4dbf,09e16ff15565607dc505f11fe816cbdb86ded9dc78cd40567f21414166192df5,"This is our model, not Spotify's finding.",84600,7200,72000,129600,2.7,00:07:01.689,00:07:04.525,2.836,0.136
T066,T066.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,f8760b1f6681f92f03f49d49dda82202098f19dc04b8061c1272c24eda404f2c,351a5a6cdaaf1e28b85c8f0b4473e21a6dc7f2d3b5cf7e6b5e3801331087e467,3e3466c541bd91c28b835c516b75ce0174afe161e7a8c8a7de66be6086952902,The conspiracy is not a room full of designers agreeing to make everything identical.,145800,7440,132480,250080,5.21,00:07:05.891,00:07:11.871,5.98,0.77
T067,T067.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,ba9d0335d41c49f0952f5935322944c3507bedca692a075b825de2df463265b8,be0f76e99009cb84584d8d0dba1b226b31af49d73e7e8707c82aff39fbdb942b,76e9a3316e5af7868dd34b15b99be8d0db90a5630b29b0a82e04249628433361,It is a feedback loop in which nobody wants to be the expensive exception.,129600,7920,115680,215520,4.49,00:07:13.045,00:07:18.960,5.915,1.425
T068,T068.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,ab57d1d36e944deea5637b8704ab9cf69428c89ca9e687f2b9186613715bc511,f125fcb5eb5f86b168bd17beee496fd58bc457fad3cf5f6b618c26cddf183482,bc550b6fda07cc9a13f2f102567eba845a3138152eac1638c52a9a525587471a,But a useful theory must explain its limits.,81600,7680,71280,127200,2.65,00:07:20.560,00:07:23.940,3.38,0.73
T069,T069.wav,am_michael,ADAPTIVE_EXISTING,1.15,b01-kokoro-adaptive,1f819105693980044b7dd35f5e0d03cbdf1788ad09000725bdd2df640db478fe,8c67ee4bfc29ae21cc2dacc889fb74a4cb21458f288b8da5b88039c4200c2fba,929ddb16351ad670bfe556b39a1cb916ae085058f389b2ea115e2defa159855d,"If scale automatically destroyed difference, every global brand would look identical in every city.",161400,7200,149040,283680,5.91,00:07:24.790,00:07:31.189,6.399,0.489
T070,T070.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,fd48a9f5e582f712b12d48cc1d135ced8eed22418d935396b862a9a220ec4418,1988830aa88845466887754c0f6801904e7f3a6ac3066420e1b34c635592b8bc,390ba2684f343121db234e078b518bff6bb2e2b85e0112de5ab4b655614eb8ad,"They do not. If digital legibility required one style, every successful interface would use the same colors and shapes.",213000,7920,202800,389760,8.12,00:07:31.189,00:07:40.027,8.838,0.718
T071,T071.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,fca361211df87ad8c7f33d306cea39ec1744e97e598cfaea5d4a530d6b9a3d32,fffb6d3d494f2d6bddc6e4d2caa7612d78737cbb2910f960231c30b0b97ad721,0216b8a60ad9c5fca73e24fa5a6ce35a0f2d05bce6d81545465b1ef0c6ff4f7b,"They do not. If neutral cars were the inevitable result of economics, expressive models would never sell in bright colors.",217200,7920,206400,396960,8.27,00:07:40.027,00:07:49.174,9.147,0.877
T072,T072.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,72473b0d32f3667cf70a86384e11a37499b6b7ef4468ef3f3f4ff0f09cc57ff8,a1490f4530d08f51ae9c9056ca4db2a5202622e38f67bd4e210d89dc3db7f53c,e48ed10f9d167d772a71b44147e1ba804b14cd76de86d4f950c97e0b03c10982,They do. Constraints narrow possibilities. They do not eliminate choice.,126600,7680,116400,217440,4.53,00:07:49.174,00:07:53.957,4.783,0.253
T073,T073.wav,am_michael,ADAPTIVE_EXISTING,1.15,b01-kokoro-adaptive,9f558aec931324b2ef39472da140b8c74639421833f81eeebc0cf20e4507c9fc,5bab0a4e76f01935a3353d48ad5b8c5a3bfc1890a338b291394bb5cc80686298,3ab6b0dc41be39c00ad6c1b12c8fbfd97de3e0ab624cd352db20dd021b828143,"And once a visual language becomes too common, difference can recover economic value.",145200,6960,132720,251520,5.24,00:07:54.806,00:08:00.299,5.493,0.253
T074,T074.wav,am_michael,EDITORIAL_BOUNDARY_TRANSFER,1.15,takes,4bce48087df7cbac64983c6646b3f2c0ae0c3a1de66d5e7c226c913a1e85e95f,1d41aafe96d5fb4c79c827ac1daf85da82ece1e64a9ace820f98e543f67a818f,dbc6885c40976bea99e18070c13a5ab5c7006aeb4c6524a3e001d515b32f867a,A colorful car becomes memorable because the road is neutral.,108000,6960,96480,179040,3.73,00:08:01.149,00:08:04.979,3.83,0.1
T075,T075.wav,am_michael,ADAPTIVE_EXISTING,1.15,b01-kokoro-adaptive,25290f9b9dafc73e6a333daa50e7f52748fc8ae0c64de302e49bbfa32ca3313a,d2f6b409be96bab5bb08aa21458fc647c3d395c468f24926d3136d0caa8d7c0f,9a2fd0b733be41f2298c0546637bac25d2fa211af4576b8d427c237f1cbaa73e,An ornate wordmark stands out because competitors use plain type.,104400,7200,91920,169440,3.53,00:08:04.979,00:08:08.945,3.966,0.436
T076,T076.wav,am_michael,ADAPTIVE_EXISTING,1.15,b01-kokoro-adaptive,d65f6c5db024d4b4c253a994223af2fcdc5c05b94567a6513783be1d7fe8fa3a,d9e7c985dbcaa9a0774d559d8e8a175cf30f7ac70ad56f3a083b1e22b50f8421,2058e52abf4665ec6d88d9644fde212ff5bd9595cbb048153e28599f9ffb267d,A restaurant filled with local materials becomes a destination because the standardized alternative is everywhere.,182400,6960,169440,324960,6.77,00:08:08.945,00:08:15.937,6.992,0.222
T077,T077.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,c77438b4ad4417a43725e297e2f6b15dffd0346a1e15c54a02346f1047332594,f55d33b97fa57e09a7b8c28bbd9ba5651cfc50b6ca693d7bd7fe904b58d25059,82da20a91823e42996dbb405be6b2fbd049554e7dcc48e92ef48020d1c569d22,This is why design moves in cycles. A solution spreads because it works.,139800,7680,129360,243360,5.07,00:08:16.787,00:08:21.970,5.183,0.113
T078,T078.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,1e2c419fdf285e2cf618c82cd097a2fad0bc9ec87a98ddaca9b7166634265ca1,36efc3659b1d4901394351ff905ed71bd9a178f5be539816801b998a868aff46,3c44f0c5dcc0f77dd23247c513874b77409a9d8f049d1e45af14025c32f2d101,It becomes a convention because it is copied.,86400,7680,73200,131040,2.73,00:08:21.970,00:08:25.255,3.285,0.555
T079,T079.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,98d150655152d31b2dfcb7eafcfa406798f8f174e2916ca9c7ebc32333fc3e09,c331fb2f3f9b9a56080821d6da20a104be0edbeffa4ef46a6c1d84ac16ce3437,84ccc357433b9029f3d2112957909360bb834cc4f214a6231eda6469f4ed9900,Then the convention creates an opportunity for someone willing to break it.,125400,8160,112080,207840,4.33,00:08:25.255,00:08:30.730,5.475,1.145
T080,T080.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,42cf4490e601b90a9d6b07e89e9d158c0374a4388ad82bde59dc5b554eed179c,246b0f7d3390f599a032f45ab8fe6648d9ee4094d740622eeeb064252bfe60cf,d23103c14d5bc0cfcae7769ab3729c0f09a053eff537fe1f0c402640956651db,Sameness contains the conditions for its own reversal.,100200,7920,87120,158400,3.3,00:08:31.560,00:08:34.960,3.4,0.1
T081,T081.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,999a42b9fd575865635373568e55fe266a0e3e62ef4e65921dc705f292309568,d67d2ecac5562335527c70bdf2641e8a50a109023cbc3147278f3a675bb86452,c072d6e00facbeae7a46fb1c2a3a2e2ee94a4cdc47761a1047731c01f729e88b,So why does everything look the same now?,76800,7680,63600,111840,2.33,00:08:36.560,00:08:39.685,3.125,0.795
T082,T082.wav,am_michael,SURGICAL_REWRITE,1.15,takes,d864ab002d30a0e7f8ca1416f525992fb8b6af535117a9c26f1ef0b45ec99381,5ecb8f5c24c7c9902bd4e6d13792b2dfb9bce471270753bdaaf0acb1d48a94d4,6b6518e06d079ab07bb9f944588b2414ba610f2015c7b4cd335a49388d9aa83e,"Not because everything is the same. Across these cases, design happens inside systems rewarding legibility, familiarity, adaptability, and measurable performance.",273000,6960,263760,513600,10.7,00:08:39.685,00:08:50.800,11.115,0.415
T083,T083.wav,am_michael,ADAPTIVE_EXISTING,1.15,b01-kokoro-adaptive,151d4e1a6ca22f2ba1db8b174d0917d3ee9444998293520fff347937ffae1e92,694b48481f0ee53e3d555ff5193d0742b6633ee5c255012276e2e3b0a7131a2b,8180c5c8b88a3d292015cfabb63117a69f14731139ccdd5a3c578d46e5c2b511,"Those pressures are real. They can help products function, interfaces remain usable, buildings get approved, and brands operate at scale.",213600,7200,200640,386880,8.06,00:08:51.384,00:08:59.660,8.276,0.216
T084,T084.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,6ee6d24203039ab66e15d195e492cd835123f2c6954394e0877df85437557242,bb48a357ce351d3da061847fb1ff2c27d6047bcb7b31bd092c5bb20ebb3a9d2b,125e5635a29e70a057cbf1b2feefee15bd88594a2d0447568a2cb995851513bf,The problem begins when a useful constraint is mistaken for an aesthetic commandment.,144000,7680,129600,243840,5.08,00:09:00.244,00:09:05.458,5.214,0.134
T085,T085.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,4ecfa90287035b2b366a8b80152fb87d51eb76b39a48646a6d7f80c1a320a1ff,1fe7f4f916df7c4adca6e011deb30da0dfbe507906a444c5c0db1acb1489daf0,44f345a959cd0ab36933c4ea1da10677cb1e1d6d346ef15fa0d1341762d049c3,When “easy to recognize” becomes “must look familiar.” When “adaptable” becomes “without local character.” When “low risk” becomes “without a point of view.” The world does not have to become identical for difference to become harder to defend.,394200,8400,378480,740160,15.42,00:09:05.458,00:09:21.932,16.474,1.054
T086,T086.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,6e80d210677627681c1822e97d0b3810e753071396e379fecf1c7e12751d5ba1,c08bb07ed59745fc654ba7d4911a893460feb1de73c190b1806e9c303ff40831,a9e0a67c4bb8a31078e4b66edbbb2918ed89128d95cec393b2e0f87dc895a1c1,And perhaps that is the hidden cost of frictionless design.,106200,7920,91680,167520,3.49,00:09:22.517,00:09:26.800,4.283,0.793
T087,T087.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,d0c27d85362611697eafb789a469c9cb0eaab3783c3f1f6fa053789e87df5180,57e008e578d710fc7e42e961c7961fbdbb0b3039124d8a157b271c8804ebc2f3,1774d943e2b01b7a051ccef64d110e9e875ed82e74d12745a579cc03d39882f8,We notice fewer bad surprises—but also fewer good ones.,111600,7920,101040,186240,3.88,00:09:26.800,00:09:30.793,3.993,0.113
T088,T088.wav,am_michael,EDITORIAL_BOUNDARY_TRANSFER,1.15,takes,73a8de1c050850f133668f74ba54c4e85191ebd4f6b36b0d58d7f93369e2cf4e,c2e8133cec0ea150370d27e212a481fe90d587cdadd3f441a8387717e6a4b29e,9ebaccb7a76f61d0d256bb65af48ac91e4b45317b794f86cf59d8305359d8e04,"Personality requires an argument. It may cost more, divide opinion, age badly, or fail.",162000,6000,149040,286080,5.96,00:09:31.377,00:09:37.437,6.06,0.1
T089,T089.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,c221dd60e4647368310df8371922c3244268bdfd53cc9f559bec7c56165a5dcf,e3deb4eb5e9ed1973913da79cd139bdd6883983ff9b418b2ed6e2467247d3056,265c3d062b7f917a9e96ecffdb6ded9d3b5a362043b4c2d5298954fb1928b6ec,Many distinctive things began as choices that could not be defended by saying: everyone else is doing it.,182400,8400,168960,321120,6.69,00:09:37.437,00:09:44.619,7.182,0.492
T090,T090.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,18ac6d2596c6aa87edb125c687f851604c0324b366f1f2f6e72e573428490f38,9a6501d08dd7776c03f5df433aeabc1d9b1e6bbb044e7293e706bf4dc8b01696,405c65da33de24a77964531c4abe3362730a7475d433f21c169872ff7c9c2129,"Sameness is rarely imposed all at once. It accumulates, one reasonable decision at a time.",175200,7680,160560,305760,6.37,00:09:45.203,00:09:51.673,6.47,0.1
T091,T091.wav,am_michael,RAW_NATURAL_SPEED,1.0,b01-kokoro-full,0c97a8c689cff9ce80001a1cede8af391c289c6b29136ba4804d9d7518734b0f,4b3071e813692493dabc5b9e224ef7cf6010aa6a299d221fabea4700e6c70f91,693492e8e883ec7206ec57d4213f0159488e3838642e271164bc791e98470e9e,And difference returns the same way: one defensible exception at a time.,136800,7680,122160,228960,4.77,00:09:51.994,00:09:56.960,4.966,0.196
